ledger,phase_group,family_id,logical_run_id,scheduler_attempt_count,benchmark,regime,stage_count,weighting,K,horizon_steps,seed,status,paper_role,canonical_run_dir,latest_checkpoint,latest_eval_step,notes
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed2:h500000,2,cifar10,strict_pipeline,4,deepest,100,500000,2,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed2_500k_20260416_184021/checkpoints/ckpt_step99999.pt,500000,Long-horizon pipeline endpoint candidate; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O4,pipe_P4_deepest,current_cifar_paper:cifar10:pipe_P4_deepest:seed3:h500000,2,cifar10,strict_pipeline,4,deepest,100,500000,3,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O4/O4_pipe_strict_P4_deep_K100_seed3_500k_20260416_184021/checkpoints/ckpt_step99999.pt,500000,Long-horizon pipeline endpoint candidate; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O5,ddp_P1_terminal_K25,current_cifar_paper:cifar10:ddp_P1_terminal_K25:seed1:h300000,2,cifar10,ddp_strict,1,terminal,25,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K25_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K25_seed1_300k_20260416_184021/checkpoints/ckpt_step99999.pt,300000,Compare at equal wall-clock / GPU-hours / model-evals; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
current_cifar_paper,O5,ddp_P1_terminal_K50,current_cifar_paper:cifar10:ddp_P1_terminal_K50:seed1:h300000,2,cifar10,ddp_strict,1,terminal,50,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K50_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K50_seed1_300k_20260416_184021/checkpoints/ckpt_step99999.pt,300000,Compare at equal wall-clock / GPU-hours / model-evals; deduped 2 execution attempts
current_cifar_paper,O5,ddp_P1_terminal_K100,current_cifar_paper:cifar10:ddp_P1_terminal_K100:seed1:h300000,2,cifar10,ddp_strict,1,terminal,100,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K100_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_ddp_fullk_K100_seed1_300k_20260416_184021/checkpoints/ckpt_step99999.pt,300000,Compare at equal wall-clock / GPU-hours / model-evals; deduped 2 execution attempts
current_cifar_paper,O5,pipe_P4_equal_K100,current_cifar_paper:cifar10:pipe_P4_equal_K100:seed1:h300000,1,cifar10,strict_pipeline,4,equal,100,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_uniform_K100_seed1_300k_20260416_184021,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_uniform_K100_seed1_300k_20260416_184021/checkpoints/ckpt_step99999.pt,300000,Compute-matched pipeline trajectory candidate
current_cifar_paper,O5,pipe_P4_deepest_K100,current_cifar_paper:cifar10:pipe_P4_deepest_K100:seed1:h300000,2,cifar10,strict_pipeline,4,deepest,100,300000,1,completed,control,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_deep_K100_seed1_300k_resume_20260421_223303,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_objective_first_followup/O5/O5_pipe_strict_P4_deep_K100_seed1_300k_resume_20260421_223303/checkpoints/ckpt_step99999.pt,300000,Compute-matched pipeline endpoint candidate; deduped 2 execution attempts; 1 earlier failed/resume fragments excluded from logical count
external_benchmark,PhaseA,single_P1_terminal,external_benchmark:imagenet32:single_P1_terminal:seed1:h1000,1,imagenet32,single_strict,1,terminal,100,1000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_single_strict_k100_s1k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_single_strict_k100_s1k_20260403_021545/checkpoints/ckpt_step999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,ddp_P1_terminal,external_benchmark:imagenet32:ddp_P1_terminal:seed1:h1000,1,imagenet32,ddp_strict,1,terminal,100,1000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_ddp_strict_k100_s1k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_ddp_strict_k100_s1k_20260403_021545/checkpoints/ckpt_step999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,pipe_P4_late_stage_beta_0.01,external_benchmark:imagenet32:pipe_P4_late_stage_beta_0.01:seed1:h1000,1,imagenet32,strict_pipeline,4,late_stage_beta_0.01,100,1000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_pipeline_strict_p4_k100_s1k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_pipeline_strict_p4_k100_s1k_20260403_021545/checkpoints/ckpt_step999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,single_P1_terminal,external_benchmark:imagenet32:single_P1_terminal:seed1:h5000,1,imagenet32,single_strict,1,terminal,100,5000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_single_strict_k100_s5k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_single_strict_k100_s5k_20260403_021545/checkpoints/ckpt_step999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,ddp_P1_terminal,external_benchmark:imagenet32:ddp_P1_terminal:seed1:h5000,1,imagenet32,ddp_strict,1,terminal,100,5000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_ddp_strict_k100_s5k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_ddp_strict_k100_s5k_20260403_021545/checkpoints/ckpt_step999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,pipe_P4_late_stage_beta_0.01,external_benchmark:imagenet32:pipe_P4_late_stage_beta_0.01:seed1:h5000,1,imagenet32,strict_pipeline,4,late_stage_beta_0.01,100,5000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_pipeline_strict_p4_k100_s5k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_pipeline_strict_p4_k100_s5k_20260403_021545/checkpoints/ckpt_step999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,single_P1_terminal,external_benchmark:imagenet32:single_P1_terminal:seed1:h20000,1,imagenet32,single_strict,1,terminal,100,20000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_single_strict_k100_s20k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_single_strict_k100_s20k_20260403_021545/checkpoints/ckpt_step9999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,ddp_P1_terminal,external_benchmark:imagenet32:ddp_P1_terminal:seed1:h20000,1,imagenet32,ddp_strict,1,terminal,100,20000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_ddp_strict_k100_s20k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_ddp_strict_k100_s20k_20260403_021545/checkpoints/ckpt_step9999.pt,,External conditional benchmark infrastructure validation.
external_benchmark,PhaseA,pipe_P4_late_stage_beta_0.01,external_benchmark:imagenet32:pipe_P4_late_stage_beta_0.01:seed1:h20000,1,imagenet32,strict_pipeline,4,late_stage_beta_0.01,100,20000,1,completed,external,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_pipeline_strict_p4_k100_s20k_20260403_021545,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_imagenet32_phasea/PhaseA/imagenet32_pipeline_strict_p4_k100_s20k_20260403_021545/checkpoints/ckpt_step9999.pt,,External conditional benchmark infrastructure validation.
historical_exploratory,A0,single_P1_terminal,historical_exploratory:phase1_screening:A0_single_strict_300k_ref:single_P1_terminal:seed1:h300000,0,cifar10,single_strict,1,terminal,100,300000,1,missing,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_baseline/orig_single_semantics_fid_s300000_K100_20260324_001055,,,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A0,ddp_P1_terminal,historical_exploratory:phase1_screening:A0_ddp_strict_300k_ref:ddp_P1_terminal:seed1:h300000,0,cifar10,ddp_strict,0,terminal,100,300000,1,missing,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_dual/modea_fullk_align128/ddp_fullk_s300k_seed1_syncinit_20260324_165322,,,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A0,pipe_P4_late_stage_beta_0.01,historical_exploratory:phase1_screening:A0_pipeline_strict_300k_ref:pipe_P4_late_stage_beta_0.01:seed1:h300000,0,cifar10,strict_pipeline,4,late_stage_beta_0.01,100,300000,1,missing,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_strict/pipeline_strict_s300k_b001_lr1e-4_seed1_syncinit_20260324_165322,,,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A1,single_P1_terminal,historical_exploratory:phase1_screening:A1_single_fullk_k100_s20k:single_P1_terminal:seed1:h20000,2,cifar10,single_strict,1,terminal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_fullk_k100_s20k_20260329_040631,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_fullk_k100_s20k_20260329_040631/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.; deduped 2 execution attempts
historical_exploratory,A1,single_P4_equal,historical_exploratory:phase1_screening:A1_single_pipe_uniform_p4_k100_s20k:single_P4_equal:seed1:h20000,2,cifar10,single_emulation,4,equal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_pipe_uniform_p4_k100_s20k_20260329_040631,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_pipe_uniform_p4_k100_s20k_20260329_040631/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.; deduped 2 execution attempts
historical_exploratory,A1,single_P4_deepest,historical_exploratory:phase1_screening:A1_single_pipe_deep_p4_k100_s20k:single_P4_deepest:seed1:h20000,2,cifar10,single_emulation,4,deepest,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_pipe_deep_p4_k100_s20k_20260329_040631,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_pipe_deep_p4_k100_s20k_20260329_040631/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.; deduped 2 execution attempts
historical_exploratory,A1,single_P4_late_stage_beta_0.01,historical_exploratory:phase1_screening:A1_single_pipe_last2b001_p4_k100_s20k:single_P4_late_stage_beta_0.01:seed1:h20000,2,cifar10,single_emulation,4,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_pipe_last2b001_p4_k100_s20k_20260329_040631,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A1/A1_single_pipe_last2b001_p4_k100_s20k_20260329_040631/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.; deduped 2 execution attempts
historical_exploratory,A2,pipe_P2_equal,historical_exploratory:phase1_screening:A2_pipe_uniform_p2_k100_s20k:pipe_P2_equal:seed1:h20000,1,cifar10,strict_pipeline,2,equal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p2_k100_s20k_20260329_145053,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p2_k100_s20k_20260329_145053/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A2,pipe_P4_equal,historical_exploratory:phase1_screening:A2_pipe_uniform_p4_k100_s20k:pipe_P4_equal:seed1:h20000,1,cifar10,strict_pipeline,4,equal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p4_k100_s20k_20260329_145053,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p4_k100_s20k_20260329_145053/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A2,pipe_P8_equal,historical_exploratory:phase1_screening:A2_pipe_uniform_p8_k100_s20k:pipe_P8_equal:seed1:h20000,1,cifar10,strict_pipeline,8,equal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p8_k100_s20k_20260329_145326,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_uniform_p8_k100_s20k_20260329_145326/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A2,pipe_P2_late_stage_beta_0.01,historical_exploratory:phase1_screening:A2_pipe_last2b001_p2_k100_s20k:pipe_P2_late_stage_beta_0.01:seed1:h20000,1,cifar10,strict_pipeline,2,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_last2b001_p2_k100_s20k_20260329_145053,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_last2b001_p2_k100_s20k_20260329_145053/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A2,pipe_P4_late_stage_beta_0.01,historical_exploratory:phase1_screening:A2_pipe_last2b001_p4_k100_s20k:pipe_P4_late_stage_beta_0.01:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_last2b001_p4_k100_s20k_20260329_145053,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_last2b001_p4_k100_s20k_20260329_145053/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A2,pipe_P8_late_stage_beta_0.01,historical_exploratory:phase1_screening:A2_pipe_last2b001_p8_k100_s20k:pipe_P8_late_stage_beta_0.01:seed1:h20000,1,cifar10,strict_pipeline,8,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_last2b001_p8_k100_s20k_20260329_145326,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A2/A2_pipe_last2b001_p8_k100_s20k_20260329_145326/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,ddp_P1_terminal_K30,historical_exploratory:phase1_screening:A3_ddp_fullk_k30_s20k:ddp_P1_terminal_K30:seed1:h20000,1,cifar10,ddp_strict,0,terminal,30,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k30_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k30_s20k_20260329_145447/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,pipe_P4_late_stage_beta_0.01_K30,historical_exploratory:phase1_screening:A3_pipe_last2b001_p4_k30_s20k:pipe_P4_late_stage_beta_0.01_K30:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,30,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k30_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k30_s20k_20260329_145447/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,ddp_P1_terminal_K60,historical_exploratory:phase1_screening:A3_ddp_fullk_k60_s20k:ddp_P1_terminal_K60:seed1:h20000,1,cifar10,ddp_strict,0,terminal,60,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k60_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k60_s20k_20260329_145447/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,pipe_P4_late_stage_beta_0.01_K60,historical_exploratory:phase1_screening:A3_pipe_last2b001_p4_k60_s20k:pipe_P4_late_stage_beta_0.01_K60:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,60,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k60_s20k_20260329_145447,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k60_s20k_20260329_145447/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,ddp_P1_terminal,historical_exploratory:phase1_screening:A3_ddp_fullk_k100_s20k:ddp_P1_terminal:seed1:h20000,1,cifar10,ddp_strict,0,terminal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k100_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k100_s20k_20260329_152523/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,pipe_P4_late_stage_beta_0.01,historical_exploratory:phase1_screening:A3_pipe_last2b001_p4_k100_s20k:pipe_P4_late_stage_beta_0.01:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k100_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k100_s20k_20260329_152523/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,ddp_P1_terminal_K150,historical_exploratory:phase1_screening:A3_ddp_fullk_k150_s20k:ddp_P1_terminal_K150:seed1:h20000,1,cifar10,ddp_strict,0,terminal,150,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k150_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k150_s20k_20260329_152523/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,pipe_P4_late_stage_beta_0.01_K150,historical_exploratory:phase1_screening:A3_pipe_last2b001_p4_k150_s20k:pipe_P4_late_stage_beta_0.01_K150:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,150,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k150_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k150_s20k_20260329_152523/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,ddp_P1_terminal_K200,historical_exploratory:phase1_screening:A3_ddp_fullk_k200_s20k:ddp_P1_terminal_K200:seed1:h20000,1,cifar10,ddp_strict,0,terminal,200,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k200_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k200_s20k_20260329_152523/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,pipe_P4_late_stage_beta_0.01_K200,historical_exploratory:phase1_screening:A3_pipe_last2b001_p4_k200_s20k:pipe_P4_late_stage_beta_0.01_K200:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,200,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k200_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k200_s20k_20260329_152523/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,ddp_P1_terminal_K400,historical_exploratory:phase1_screening:A3_ddp_fullk_k400_s20k:ddp_P1_terminal_K400:seed1:h20000,1,cifar10,ddp_strict,0,terminal,400,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k400_s20k_20260329_152523,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_ddp_fullk_k400_s20k_20260329_152523/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A3,pipe_P4_late_stage_beta_0.01_K400,historical_exploratory:phase1_screening:A3_pipe_last2b001_p4_k400_s20k:pipe_P4_late_stage_beta_0.01_K400:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,400,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k400_s20k_20260329_160221,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A3/A3_pipe_last2b001_p4_k400_s20k_20260329_160221/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A4,ddp_P1_terminal,historical_exploratory:phase1_screening:A4_ddp_fullk_eps001_k100_s20k:ddp_P1_terminal:seed1:h20000,1,cifar10,ddp_strict,0,terminal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps001_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps001_k100_s20k_20260329_161307/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A4,pipe_P4_late_stage_beta_0.01,historical_exploratory:phase1_screening:A4_pipe_last2b001_p4_eps001_k100_s20k:pipe_P4_late_stage_beta_0.01:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps001_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps001_k100_s20k_20260329_161307/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A4,ddp_P1_terminal,historical_exploratory:phase1_screening:A4_ddp_fullk_eps002_k100_s20k:ddp_P1_terminal:seed1:h20000,1,cifar10,ddp_strict,0,terminal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps002_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps002_k100_s20k_20260329_161307/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A4,pipe_P4_late_stage_beta_0.01,historical_exploratory:phase1_screening:A4_pipe_last2b001_p4_eps002_k100_s20k:pipe_P4_late_stage_beta_0.01:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps002_k100_s20k_20260329_161307,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps002_k100_s20k_20260329_161307/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
historical_exploratory,A4,ddp_P1_terminal,historical_exploratory:phase1_screening:A4_ddp_fullk_eps005_k100_s20k:ddp_P1_terminal:seed1:h20000,2,cifar10,ddp_strict,0,terminal,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps005_k100_s20k_20260330_031604,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_ddp_fullk_eps005_k100_s20k_20260330_031604/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.; deduped 2 execution attempts
historical_exploratory,A4,pipe_P4_late_stage_beta_0.01,historical_exploratory:phase1_screening:A4_pipe_last2b001_p4_eps005_k100_s20k:pipe_P4_late_stage_beta_0.01:seed1:h20000,1,cifar10,strict_pipeline,4,late_stage_beta_0.01,100,20000,1,completed,deprecated,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps005_k100_s20k_20260329_162236,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation/A4/A4_pipe_last2b001_p4_eps005_k100_s20k_20260329_162236/checkpoints/ckpt_step9999.pt,10000,Historical exploratory package phase1_screening; exclude from current paper counts.
